1544.0 59.0 168.0 120.0 223.0 943.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 ,1618058.1959899997
190.0 484.0 201.0 979.0 150.0 83.0 447.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 ,1618889.6423900002
164.0 123.0 602.0 374.0 168.0 851.0 155.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 ,1617478.81669
167.0 293.0 596.0 526.0 463.0 42.0 427.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 ,1618652.89729
44.0 275.0 283.0 447.0 1420.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 ,1619089.09239
328.0 300.0 448.0 508.0 232.0 736.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 ,1619368.5300900002111.0 305.0 1279.0 451.0 704.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 ,1619429.67309
1274.0 317.0 327.0 408.0 217.0 605.0 77.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 ,1617212.4615899997
265.0 231.0 748.0 256.0 347.0 696.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 ,1619410.4729899997
488.0 23.0 237.0 836.0 138.0 83.0 684.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 ,1617244.79789
63.0 44.0 586.0 567.0 396.0 763.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 ,1617943.8022900003
803.0 98.0 150.0 954.0 233.0 21.0 435.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 ,1619168.56639
707.0 252.0 167.0 369.0 547.0 615.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 ,1619421.9573899999
892.0 146.0 589.0 668.0 77.0 589.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 ,1618937.63449
219.0 94.0 681.0 732.0 343.0 465.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 ,1619774.8767900001
29.0 236.0 172.0 812.0 647.0 166.0 345.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 ,1617378.9946899998
13.0 171.0 1181.0 555.0 179.0 463.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 ,1620149.3075899999
