0,4.418,4.138,4.749
1,6.063,9.892,5.217
2,6.224,5.992,4.904
3,7.117,12.899,4.193
4,7.632,6.977,8.064
5,1.093,6.385,3.944
6,4.13,4.285,3.507
7,7.918,9.302,6.764
8,7.918,7.112,6.241
9,2.897,10.088,4.616
10,6.593,10.757,6.19
11,4.812,5.419,5.814
12,4.745,3.911,6.489
13,4.74,6.267,6.536
14,5.941,8.066,4.253
15,6.411,3.716,5.626
16,6.43,7.507,5.445
17,4.954,12.019,6.841
18,9.767,9.492,10.401
19,4.261,5.173,7.282
20,5.14,8.946,6.549
21,7.939,8.927,7.86
22,8.32,8.943,8.737
23,7.299,5.733,3.38
24,6.173,5.766,3.255
25,6.594,4.248,7.169
26,6.768,10.825,5.366
27,8.69,6.299,10.349
28,7.344,12.406,3.641
29,6.886,6.864,6.522
30,7.993,5.911,8.852
31,7.673,8.185,2.833
32,8.04,9.262,4.379
33,6.448,1.137,5.046
34,11.983,10.273,10.876
35,7.579,3.93,7.149
36,5.074,3.985,5.553
37,4.94,2.953,3.846
38,6.294,1.933,4.285
39,11.108,7.204,10.178
40,6.057,6.907,2.243
41,6.669,4.151,5.11
42,6.4,7.51,7.729
43,4.447,9.965,6.702
44,5.18,6.488,5.11
45,3.759,3.47,4.115
46,5.586,2.872,7.886
47,8.307,6.021,5.841
48,7.247,2.275,4.415
49,6.985,5.832,5.263
50,7.811,9.275,6.245
51,9.464,10.527,7.942
52,3.652,5.763,1.326
53,8.188,10.342,8.847
54,9.731,11.296,5.868
55,5.599,0.803,3.094
56,7.553,1.802,5.935
57,7.582,6.221,11.453
58,5.427,3.481,7.315
59,6.934,9.381,9.16
60,6.827,7.909,7.258
61,7.445,1.24,6.004
62,7.388,12.391,8.046
63,6.919,0.487,8.405
64,8.451,6.333,7.957
65,7.897,7.33,8.503
66,8.826,8.664,6.166
67,5.137,5.503,5.445
68,3.233,1.638,4.758
69,7.919,7.551,9.622
70,8.639,6.486,3.719
71,8.846,5.22,7.688
72,5.731,5.513,5.547
73,5.389,6.59,4.655
74,2.8,2.638,5.645
75,5.361,7.21,9.009
76,5.651,4.709,5.318
77,7.95,3.625,6.03
78,5.578,2.844,2.525
79,6.477,6.93,7.718
80,4.516,11.131,7.461
81,6.518,5.183,6.513
82,8.136,1.425,5.404
83,4.296,4.704,4.827
84,4.442,2.844,5.582
85,5.958,8.238,5.61
86,6.685,10.768,8.189
87,7.544,2.449,7.261
88,5.555,10.515,3.92
89,4.52,5.8,2.733
90,6.164,4.746,7.252
91,7.884,8.271,8.507
92,5.749,12.326,7.457
93,4.079,9.746,3.049
94,8.412,6.986,9.445
95,11.042,12.116,6.879
96,9.363,6.443,5.86
97,5.264,0.79,7.186
98,6.686,2.67,7.247
99,5.257,12.927,4.544
100,7.195,7.225,6.059
101,9.299,10.206,9.4
102,6.438,8.783,7.063
103,6.616,10.605,6.486
104,5.353,4.32,7.173
105,9.031,9.535,9.771
106,5.721,7.316,7.064
107,4.663,4.624,3.713
108,5.304,7.576,6.999
109,3.832,3.853,7.082
110,7.248,5.576,5.53
111,3.99,5.385,2.849
112,6.525,9.953,6.865
113,5.819,6.662,5.364
114,8.294,4.556,10.596
115,9.687,8.417,9.904
116,7.27,5.364,7.135
117,9.901,4.588,8.009
118,10.438,10.132,9.289
119,4.899,5.206,3.355
120,8.088,9.25,8.751
121,3.091,5.042,2.602
122,7.568,8.483,3.839
123,4.98,6.471,5.881
124,2.214,11.563,0.564
125,7.621,2.017,7.319
126,6.35,5.809,4.787
127,2.209,6.688,3.728
128,5.884,9.591,4.835
129,5.254,2.942,4.653
130,4.709,8.341,6.142
131,6.502,7.634,5.686
132,6.531,8.822,5.976
133,8.763,7.961,5.345
134,8.659,8.129,9.986
135,6.877,6.319,7.037
136,6.408,3.688,3.099
137,5.157,1.414,8.767
138,7.886,1.232,6.431
139,7.272,7.695,5.942
140,3.445,0.807,4.67
141,6.259,10.524,4.146
142,5.226,7.113,4.025
143,9.252,13.511,10.281
144,7.264,9.822,4.772
145,3.851,5.706,6.869
146,6.12,7.222,6.764
147,5.477,7.534,5.632
148,10.047,6.378,6.609
149,5.99,0.687,7.786
150,7.051,8.378,7.435
151,6.275,7.857,4.551
152,5.555,6.111,5.868
153,6.369,5.414,4.819
154,8.398,6.543,5.74
155,7.139,8.598,7.721
156,9.784,12.2,8.907
157,6.753,6.336,8.518
158,5.919,7.297,4.689
159,6.084,5.172,5.381
160,5.806,1.824,8.613
161,5.274,4.275,6.954
162,8.005,8.618,9.483
163,4.893,6.599,4.429
164,11.901,7.751,11.712
165,6.775,4.0,7.501
166,4.119,4.36,7.591
167,8.608,2.305,5.338
168,6.908,3.719,6.211
169,6.341,9.523,4.135
170,2.287,5.05,7.02
171,7.395,8.468,7.514
172,4.706,2.65,2.667
173,3.3,2.728,3.862
174,9.606,10.659,9.526
175,5.763,5.547,6.597
176,2.818,3.506,2.547
177,8.357,5.062,9.289
178,5.397,7.473,3.997
179,7.334,7.329,9.042
180,6.909,11.149,4.71
181,5.566,4.724,6.194
182,7.446,5.357,6.952
183,5.545,9.325,10.072
184,6.14,4.059,8.444
185,7.874,10.565,7.572
186,7.912,8.92,8.244
187,6.962,10.123,6.936
188,8.978,7.438,6.379
189,3.156,8.327,4.378
190,9.257,3.52,10.591
191,4.903,7.021,8.116
192,4.121,9.217,3.491
193,7.136,4.733,7.199
194,4.914,5.287,3.497
195,3.786,4.729,3.949
196,9.596,7.774,4.833
197,5.493,5.149,5.397
198,7.32,8.884,7.676
199,6.638,4.242,7.037
200,3.107,4.794,4.212
201,7.223,4.975,7.431
202,5.429,5.221,7.184
203,4.645,7.122,8.336
204,7.082,3.327,7.034
205,6.399,4.633,4.693
206,7.041,3.307,4.952
207,8.546,10.887,6.341
208,5.98,8.363,7.083
209,3.185,6.65,5.788
210,4.872,12.047,4.481
211,6.17,6.446,7.347
212,7.705,0.753,8.238
213,7.843,4.083,9.023
214,7.896,3.686,8.285
215,5.741,4.268,5.06
216,8.099,1.225,7.828
217,6.807,5.907,6.358
218,5.54,5.351,2.989
219,4.268,3.067,2.424
220,5.795,8.489,4.86
221,7.262,5.474,5.771
222,8.586,10.587,6.45
223,4.424,1.859,7.431
224,6.827,11.45,7.639
225,5.892,1.836,5.571
226,7.839,12.39,8.561
227,10.729,1.736,9.3
228,5.879,5.427,7.932
229,6.839,7.664,5.691
230,1.566,9.191,5.21
231,5.66,4.929,4.316
232,5.703,1.665,3.023
233,8.748,9.649,7.832
234,5.996,3.107,5.228
235,1.81,3.698,4.099
236,5.694,4.829,7.995
237,7.226,4.476,4.509
238,8.703,6.428,8.027
239,5.684,2.643,6.57
240,8.998,2.256,9.443
241,5.676,5.254,8.899
242,9.051,13.894,8.851
243,7.724,2.89,10.985
244,4.884,1.901,4.807
245,5.336,5.051,6.76
246,8.754,5.143,3.643
247,6.897,6.897,5.205
248,8.214,3.977,10.214
249,10.62,10.267,6.852
250,7.94,2.879,7.983
251,6.053,7.395,6.517
252,8.192,10.966,9.035
253,5.205,2.79,8.338
254,8.237,10.626,9.635
255,7.492,10.235,7.765
256,4.233,0.929,4.624
257,8.022,7.302,8.209
258,7.667,12.928,7.676
259,8.487,8.217,5.452
260,3.972,2.855,5.76
261,7.522,7.258,3.414
262,5.819,4.153,4.951
263,4.469,3.484,6.287
264,6.691,9.054,6.0
265,7.052,8.711,5.429
266,4.623,5.155,5.825
267,9.142,14.422,8.817
268,4.109,3.072,7.062
269,6.83,4.986,8.979
270,5.834,6.737,5.781
271,5.266,3.811,2.215
272,6.945,2.719,7.274
273,10.174,4.098,11.105
274,5.797,1.898,4.368
275,7.076,5.8,6.271
276,9.927,13.459,5.85
277,5.807,5.284,6.271
278,4.626,6.741,6.809
279,3.065,6.619,4.092
280,5.737,10.928,2.633
281,5.53,9.572,6.507
282,8.305,7.166,7.215
283,8.834,5.47,7.504
284,3.799,9.677,5.328
285,4.801,6.848,5.204
286,7.883,13.359,7.629
287,4.987,5.418,4.85
288,7.531,5.012,9.163
289,7.909,11.778,8.422
290,5.537,6.983,7.618
291,4.565,6.0,4.119
292,4.165,8.331,5.011
293,5.657,4.489,4.893
294,4.14,5.304,9.638
295,7.447,6.441,8.566
296,5.498,6.304,1.335
297,6.147,3.554,4.846
298,9.861,5.828,8.694
299,3.751,6.4,3.989
300,4.524,7.411,6.51
301,8.033,0.801,9.239
302,1.561,6.325,2.37
303,7.311,7.737,9.543
304,7.51,5.966,5.804
305,2.2,13.234,6.748
306,4.007,8.246,7.804
307,5.397,5.104,5.894
308,7.299,8.431,10.558
309,7.988,7.552,10.787
310,7.313,3.321,5.355
311,5.955,4.738,8.033
312,6.202,3.393,6.584
313,4.589,6.947,8.865
314,10.042,10.679,8.341
315,6.838,9.445,6.961
316,6.504,9.272,3.734
317,4.537,2.639,5.053
318,8.712,3.81,8.262
319,8.42,11.247,8.69
320,9.763,7.184,7.592
321,7.614,9.187,8.722
322,4.247,7.043,10.717
323,6.812,11.286,4.7
324,4.219,5.447,6.506
325,6.025,9.851,6.174
326,6.0,3.524,5.604
327,5.826,8.645,6.058
328,10.078,3.968,8.207
329,4.693,0.844,3.624
330,8.052,7.19,9.465
331,4.904,10.811,5.997
332,6.256,5.621,8.447
333,6.306,0.789,7.131
334,6.581,8.263,6.891
335,2.174,5.982,3.612
336,8.529,5.844,7.551
337,5.71,6.27,5.502
338,4.964,5.45,7.781
339,3.318,5.584,6.873
340,6.535,7.676,6.041
341,7.168,8.681,7.511
342,6.523,6.063,6.147
343,9.317,5.971,6.186
344,4.324,7.209,4.278
345,7.601,0.737,5.336
346,5.244,12.843,7.178
347,2.853,1.466,3.909
348,4.846,11.817,7.771
349,5.455,3.949,4.798
350,5.711,6.418,7.729
351,9.766,11.878,7.032
352,7.39,3.283,6.327
353,6.855,5.663,3.342
354,4.907,2.365,2.584
355,6.165,6.621,9.274
356,8.528,10.9,9.479
357,7.571,8.429,6.04
358,3.357,4.831,5.581
359,8.402,10.822,6.691
360,5.092,10.676,6.121
361,7.53,4.523,6.139
362,6.103,5.841,5.801
363,5.433,8.693,4.958
364,5.953,10.111,7.522
365,6.005,2.046,10.063
366,4.267,3.236,7.964
367,6.844,1.191,3.049
368,8.021,11.96,6.289
369,5.542,7.293,4.177
370,6.391,8.411,4.338
371,7.576,2.86,8.158
372,5.175,2.92,7.826
373,6.241,9.951,10.407
374,8.104,3.489,10.226
375,5.387,4.324,4.481
376,7.259,2.155,8.506
377,8.061,6.319,5.55
378,2.145,4.384,1.592
379,8.46,9.597,12.525
380,7.124,6.508,6.029
381,8.037,8.942,4.148
382,8.743,4.988,8.809
383,2.277,4.953,4.445
384,6.52,4.604,6.791
385,4.825,2.477,5.257
386,7.512,5.762,6.515
387,7.21,5.738,8.619
388,7.058,1.944,8.135
389,5.396,8.806,3.646
390,7.56,8.583,7.984
391,4.511,5.133,5.428
392,7.209,8.017,6.045
393,6.115,5.503,7.664
394,3.342,1.018,1.89
395,3.183,3.445,3.532
396,7.371,11.276,5.595
397,3.247,1.317,5.098
398,8.465,6.348,10.437
399,7.108,4.874,4.001
400,7.919,5.321,9.508
401,6.8,7.481,4.733
402,4.228,4.742,4.852
403,5.105,10.551,4.975
404,9.248,13.706,5.452
405,4.234,8.662,6.254
406,5.026,9.419,8.211
407,6.001,6.25,7.403
408,5.978,7.856,6.241
409,6.018,7.186,6.25
410,9.654,8.439,9.172
411,6.137,2.631,6.933
412,9.395,5.283,8.765
413,3.975,5.156,5.051
414,6.47,5.906,6.754
415,7.615,7.826,4.725
416,7.74,10.026,4.319
417,7.361,9.224,9.004
418,6.597,4.505,5.163
419,8.569,9.622,3.206
420,7.59,8.193,7.097
421,3.757,3.682,6.512
422,6.768,5.432,4.862
423,6.169,0.729,7.065
424,5.386,6.282,4.596
425,6.125,4.828,6.901
426,8.061,9.248,5.959
427,9.246,3.819,4.481
428,4.395,3.685,4.267
429,7.332,8.061,8.272
430,7.477,5.813,10.48
431,7.235,7.689,5.019
432,5.205,7.791,6.631
433,7.452,12.217,3.276
434,7.335,7.039,8.309
435,4.252,4.074,1.058
436,6.958,7.348,4.024
437,3.89,6.809,4.941
438,7.295,11.82,5.951
439,8.036,7.532,4.535
440,7.167,7.951,6.285
441,7.099,3.843,8.126
442,5.941,6.223,2.631
443,6.864,6.461,4.805
444,4.725,4.776,2.863
445,9.687,8.854,6.247
446,7.319,5.131,10.288
447,6.355,9.893,5.623
448,8.721,12.174,7.933
449,6.065,11.465,5.205
450,7.383,8.755,3.989
451,5.721,10.273,5.589
452,6.289,8.612,2.821
453,4.536,8.402,4.208
454,6.822,4.454,6.018
455,5.04,8.081,5.158
456,6.463,12.597,6.524
457,5.81,6.059,3.203
458,6.774,7.366,5.791
459,4.96,6.837,8.624
460,8.632,3.2,11.207
461,7.158,7.337,9.153
462,8.024,5.292,1.773
463,4.895,8.269,5.372
464,6.858,2.598,7.315
465,10.169,9.725,5.965
466,7.841,9.093,7.386
467,3.442,3.329,2.368
468,7.562,0.837,7.887
469,5.627,6.196,7.024
470,6.12,12.301,6.46
471,9.297,9.976,6.544
472,5.555,7.202,6.521
473,4.605,7.018,4.66
474,5.524,3.805,3.56
475,8.248,5.095,12.088
476,8.449,10.236,8.676
477,7.26,12.1,6.804
478,4.304,1.396,7.249
479,6.575,10.445,6.241
480,5.643,11.181,6.433
481,8.821,9.779,7.263
482,5.256,7.626,4.924
483,5.933,7.794,5.323
484,6.316,2.378,8.062
485,6.456,8.292,8.308
486,5.116,0.956,9.143
487,7.96,13.02,7.126
